loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,disbursement_method,debt_settlement_flag,is_default
10000,10000,10000.0, 36 months,12.73,335.65,B,B5,Trainer,10+ years,MORTGAGE,61000.0,Source Verified,Sep-2018,Fully Paid,n,home_improvement,Home improvement,030xx,NH,12.39,1,Sep-1994,0,10,0,12804,72.8,22,f,0.0,0.0,10067.1883333331,10067.19,10000.0,67.19,0.0,0.0,0.0,Sep-2018,10074.26,Sep-2018,0,1,Individual,0,0,170354,0,4,0,3,20.0,38246,96.0,0,0,5456,89.0,17600,1,1,0,4,17035.0,3573.0,77.1,0,0,288.0,167,34,17,2,34.0,18.0,0,3,4,4,4,11,5,9,4,10,0.0,0,0,0,77.3,50.0,0,0,186864,51050,15600,39664,N,Cash,N,0
9600,9600,9600.0, 36 months,6.67,294.98,A,A2,Unknown,Unknown,RENT,80000.0,Not Verified,Sep-2018,Fully Paid,n,credit_card,Credit card refinancing,282xx,NC,14.58,0,Feb-2005,0,11,0,5906,8.2,25,w,0.0,0.0,9768.919705102,9768.92,9600.0,168.92,0.0,0.0,0.0,Dec-2018,9182.52,Feb-2019,0,1,Individual,0,0,20949,0,2,0,1,16.0,15043,48.0,0,0,1990,20.0,72000,1,0,0,1,1904.0,64294.0,8.4,0,0,133.0,163,27,16,0,27.0,16.0,0,6,6,8,12,11,9,14,6,11,0.0,0,0,0,100.0,0.0,0,0,103509,20949,70200,31509,N,Cash,N,0
30000,30000,30000.0, 36 months,6.11,914.16,A,A1,Supervisory Accountant,10+ years,MORTGAGE,100000.0,Source Verified,Sep-2018,Fully Paid,n,debt_consolidation,Debt consolidation,261xx,WV,13.61,0,Nov-1995,0,15,0,14766,22.3,33,w,0.0,0.0,30768.7590559629,30768.76,30000.0,768.76,0.0,0.0,0.0,Feb-2019,26196.81,Feb-2019,0,1,Individual,0,0,249780,0,4,1,3,9.0,55182,112.0,0,0,10511,60.0,66300,1,5,1,3,16652.0,28056.0,30.0,0,0,85.0,274,41,9,4,41.0,9.0,0,5,8,6,11,14,10,15,8,15,0.0,0,0,1,97.0,0.0,0,0,336698,69948,40100,49497,N,Cash,N,0
3000,3000,3000.0, 36 months,12.73,100.7,B,B5,Cafe Assistant Manager,2 years,RENT,38000.0,Not Verified,Sep-2018,Fully Paid,n,debt_consolidation,Debt consolidation,981xx,WA,16.3,0,Apr-2006,1,7,0,1227,5.9,15,w,0.0,0.0,3164.1969108059,3164.2,3000.0,164.2,0.0,0.0,0.0,Feb-2019,2677.24,Feb-2019,0,1,Individual,0,0,23396,1,3,2,4,2.0,22169,65.0,0,1,1050,42.0,20900,3,0,2,5,3342.0,15673.0,7.3,0,0,149.0,132,22,2,0,22.0,2.0,0,2,2,3,5,9,4,6,2,7,0.0,0,0,2,100.0,0.0,0,0,55164,23396,16900,34264,N,Cash,N,0
25000,25000,25000.0, 36 months,7.21,774.34,A,A3,Senior underwriter,10+ years,MORTGAGE,100000.0,Not Verified,Sep-2018,Fully Paid,n,debt_consolidation,Debt consolidation,970xx,OR,15.66,0,Nov-2005,0,10,0,222,1.2,18,w,0.0,0.0,25283.1497145444,25283.15,25000.0,283.15,0.0,0.0,0.0,Oct-2018,25293.16,Oct-2018,0,1,Joint App,0,0,227528,3,2,1,3,4.0,54056,76.0,2,4,10,40.0,18100,3,4,2,8,22753.0,13890.0,0.1,0,0,154.0,50,1,1,4,6.0,4.0,0,1,3,3,4,6,7,8,3,10,0.0,0,0,3,100.0,0.0,0,0,254066,54278,13900,59227,N,Cash,N,0
7000,7000,7000.0, 36 months,10.08,226.14,B,B1,Concrete Foreman,10+ years,MORTGAGE,73000.0,Not Verified,Sep-2018,Fully Paid,n,debt_consolidation,Debt consolidation,322xx,FL,12.12,0,May-1989,0,7,0,5135,48.0,18,w,0.0,0.0,7181.3124966031,7181.31,7000.0,181.31,0.0,0.0,0.0,Nov-2018,6959.09,Feb-2019,0,1,Individual,0,0,178786,0,2,0,2,14.0,10130,65.0,1,3,4260,58.0,10700,1,2,2,5,25541.0,4842.0,50.1,0,0,170.0,352,10,10,1,16.0,6.0,0,2,3,3,4,3,4,14,3,7,0.0,0,0,1,100.0,33.3,0,0,216200,15265,9700,15500,N,Cash,N,0
10000,10000,10000.0, 60 months,19.92,264.5,D,D3,Unknown,Unknown,RENT,14676.0,Source Verified,Sep-2018,Late (31-120 days),n,debt_consolidation,Debt consolidation,112xx,NY,6.21,0,Jul-2008,0,3,0,1385,49.5,6,w,9699.57,9699.57,782.43,782.43,300.43,482.0,0.0,0.0,0.0,Dec-2018,264.5,Feb-2019,0,1,Individual,0,0,1385,0,0,0,0,11.0,0,75.0,0,1,912,50.0,2800,0,0,0,1,462.0,615.0,69.3,0,0,129.0,122,21,21,0,58.0,22.0,0,2,2,2,3,0,3,6,2,3,0.0,0,0,0,66.7,50.0,0,0,2800,1385,2000,0,N,Cash,N,1
5600,5600,5600.0, 36 months,13.56,190.21,C,C1,Sr. Software Engineer ,10+ years,RENT,120000.0,Not Verified,Sep-2018,Late (31-120 days),n,credit_card,Credit card refinancing,852xx,AZ,20.94,0,Oct-2014,0,12,0,4048,14.7,21,f,5344.71,5344.71,376.2,376.2,255.29,120.91,0.0,0.0,0.0,Nov-2018,190.21,Feb-2019,0,1,Individual,0,0,66093,1,4,3,7,6.0,60473,86.0,0,3,2125,61.0,27500,2,0,0,10,5508.0,11493.0,25.9,0,0,43.0,46,20,6,0,24.0,14.0,0,2,3,3,6,9,7,11,3,12,0.0,0,0,3,100.0,0.0,0,0,108337,66093,15500,70308,N,Cash,N,1
28000,28000,28000.0, 36 months,7.84,875.36,A,A4,Reporting and Analytics Manager,6 years,MORTGAGE,191000.0,Source Verified,Sep-2018,Fully Paid,n,debt_consolidation,Debt consolidation,980xx,WA,22.24,2,Jan-1984,0,26,1,77068,49.0,63,w,0.0,0.0,28459.2516561706,28459.25,28000.0,459.25,0.0,0.0,0.0,Nov-2018,27596.09,Dec-2018,0,1,Individual,0,0,633759,0,4,0,2,13.0,45192,50.0,1,5,17568,49.0,155750,0,2,1,8,26406.0,8121.0,48.0,0,0,108.0,416,9,9,5,14.0,7.0,0,12,19,27,35,10,19,51,10,24,0.0,0,1,1,81.0,33.3,1,0,773873,92692,97450,90123,N,Cash,N,0
4500,4500,4500.0, 36 months,7.21,139.38,A,A3,Shift supervisor,7 years,MORTGAGE,65000.0,Not Verified,Sep-2018,Fully Paid,n,other,Other,890xx,NV,14.2,0,Jun-2007,0,13,1,2476,21.2,23,w,0.0,0.0,4501.084,4501.08,4500.0,1.08,0.0,0.0,0.0,Sep-2018,4502.88,Aug-2018,0,1,Individual,0,0,242793,0,6,0,1,16.0,35261,54.0,0,2,1582,37.0,11700,4,2,1,3,18676.0,6308.0,20.2,0,0,122.0,134,13,13,1,13.0,4.0,0,2,3,4,4,15,6,7,3,13,0.0,0,0,0,100.0,25.0,1,0,288316,37737,7900,47045,N,Cash,N,0
5000,5000,5000.0, 36 months,8.46,157.75,A,A5,Controller,3 years,MORTGAGE,130000.0,Source Verified,Sep-2018,Fully Paid,n,other,Other,852xx,AZ,26.21,0,Oct-1988,0,14,1,28358,42.0,24,w,0.0,0.0,5163.0853964022,5163.09,5000.0,163.09,0.0,0.0,0.0,Jan-2019,4692.19,Jan-2019,0,1,Individual,0,0,408356,0,4,0,1,23.0,67470,55.0,0,2,8742,48.0,67500,1,5,0,3,29168.0,35818.0,40.8,0,0,166.0,359,14,14,5,16.0,23.0,0,6,8,6,6,10,9,9,8,14,0.0,0,0,0,100.0,83.3,1,0,526116,95828,60500,131341,N,Cash,N,0
3600,3600,3600.0, 36 months,20.89,135.43,D,D4,Log Mgr,10+ years,MORTGAGE,112000.0,Not Verified,Sep-2018,Fully Paid,n,other,Other,856xx,AZ,25.66,0,Jan-2005,0,18,0,49300,63.6,32,f,0.0,0.0,3759.7982302314,3759.8,3600.0,159.8,0.0,0.0,0.0,Nov-2018,3503.55,Feb-2019,0,1,Individual,0,0,235025,0,4,0,2,17.0,53953,68.0,0,1,16798,66.0,77500,0,0,0,3,21366.0,28200.0,63.6,0,0,132.0,164,20,17,4,20.0,16.0,0,5,5,12,13,13,13,15,5,18,0.0,0,0,0,100.0,33.3,0,0,357824,103253,77500,79224,N,Cash,N,0
15000,15000,15000.0, 36 months,16.14,528.4,C,C4,Driver/ messenger ,< 1 year,RENT,60000.0,Source Verified,Sep-2018,Late (31-120 days),n,credit_card,Credit card refinancing,112xx,NY,19.12,2,Jun-2014,0,13,0,3458,28.3,21,w,14006.81,14006.81,1645.73,1645.73,993.19,652.54,0.0,0.0,0.0,Jan-2019,528.4,Feb-2019,1,1,Individual,0,0,15185,0,2,0,2,23.0,11727,39.0,0,10,1216,36.0,12200,0,0,2,12,1168.0,6342.0,35.3,0,0,51.0,33,16,16,0,16.0,6.0,1,4,4,8,9,4,11,16,4,13,0.0,0,1,0,100.0,0.0,0,0,42318,15185,9800,30118,N,Cash,N,1
7000,7000,7000.0, 36 months,19.92,259.86,D,D3,Ramp Agent,1 year,RENT,25000.0,Source Verified,Sep-2018,Late (31-120 days),n,credit_card,Credit card refinancing,104xx,NY,8.35,0,Aug-2015,0,5,0,4327,62.7,5,w,6710.3,6710.3,511.97,511.97,289.7,222.27,0.0,0.0,0.0,Nov-2018,259.86,Feb-2019,0,1,Individual,0,95,4327,2,0,0,0,11.0,0,75.0,2,2,1976,63.0,6900,0,0,0,2,865.0,873.0,83.2,0,0,129.0,37,3,3,0,3.0,5.0,0,3,3,3,3,0,5,5,3,5,0.0,0,0,2,100.0,66.7,0,0,6900,4327,5200,0,N,Cash,N,1
25000,25000,24725.0, 36 months,10.08,807.62,B,B1,Program Manager,2 years,RENT,225000.0,Source Verified,Sep-2018,Fully Paid,n,debt_consolidation,Debt consolidation,980xx,WA,4.11,0,Jan-2003,1,3,0,13236,82.7,13,f,0.0,0.0,25291.3226624,25013.12,25000.0,291.32,0.0,0.0,0.0,Oct-2018,25319.32,Oct-2018,0,1,Individual,0,0,28935,1,1,1,2,5.0,15699,65.0,0,1,10059,72.0,16000,2,0,1,3,9645.0,2764.0,82.7,0,0,163.0,188,24,5,1,24.0,5.0,2,2,2,2,4,6,2,6,2,3,0.0,0,0,1,69.2,100.0,0,0,40354,28935,16000,24354,N,Cash,N,0
35000,35000,35000.0, 36 months,15.02,1213.63,C,C3,Manager,1 year,RENT,99000.0,Verified,Sep-2018,Fully Paid,n,debt_consolidation,Debt consolidation,191xx,PA,29.88,1,Dec-2003,2,20,0,13770,44.6,42,w,0.0,0.0,35982.6299308844,35982.63,35000.0,982.63,0.0,0.0,0.0,Nov-2018,34681.38,Feb-2019,0,1,Individual,0,0,196195,2,6,2,2,1.0,182425,64.0,4,5,5650,57.0,30900,0,2,4,7,10326.0,7800.0,53.8,0,0,144.0,176,3,1,3,3.0,3.0,1,4,6,6,7,22,14,17,6,20,0.0,0,0,6,90.5,0.0,0,0,257530,196195,16900,226630,N,Cash,N,0
30000,30000,30000.0, 36 months,17.97,1084.13,D,D1,Deputy Sheriff,10+ years,RENT,190000.0,Source Verified,Sep-2018,Fully Paid,n,debt_consolidation,Debt consolidation,926xx,CA,17.05,0,Aug-2006,1,11,0,28396,61.9,19,w,0.0,0.0,30524.125,30524.12,30000.0,524.12,0.0,0.0,0.0,Oct-2018,30554.08,Oct-2018,0,1,Individual,0,0,71654,0,2,0,0,25.0,43258,22.0,1,3,10923,46.0,45900,1,0,4,3,6514.0,11803.0,68.3,0,0,120.0,125,10,10,0,10.0,1.0,0,4,5,6,7,4,9,13,5,11,0.0,0,0,1,94.7,33.3,0,0,124960,71654,37200,79060,N,Cash,N,0
4000,4000,4000.0, 36 months,7.84,125.06,A,A4,Unknown,Unknown,MORTGAGE,55000.0,Not Verified,Sep-2018,Fully Paid,n,home_improvement,Home improvement,922xx,CA,18.42,1,Jul-2005,0,13,0,6381,19.5,29,w,0.0,0.0,4064.6555555549,4064.66,4000.0,49.66,15.0,0.0,0.0,Nov-2018,4.55,Feb-2019,0,1,Individual,0,0,178659,0,3,2,2,8.0,31965,94.0,1,2,4364,57.0,32800,1,1,2,4,13743.0,17452.0,23.1,0,0,132.0,158,11,8,4,92.0,8.0,0,3,5,3,6,7,8,18,5,13,0.0,0,1,3,96.6,0.0,0,0,216556,38346,22700,33956,N,Cash,N,0
5000,5000,5000.0, 36 months,13.56,169.83,C,C1,Accountant I,2 years,OWN,50000.0,Source Verified,Sep-2018,Fully Paid,n,other,Other,852xx,AZ,17.33,0,Jan-2014,0,4,0,3331,37.4,7,w,0.0,0.0,5009.4133333331,5009.41,5000.0,9.41,0.0,0.0,0.0,Sep-2018,5013.18,Aug-2018,0,1,Individual,0,0,38542,0,2,1,2,8.0,35211,94.0,1,1,2105,83.0,8900,0,0,1,3,9636.0,5569.0,37.4,0,0,55.0,49,12,8,0,12.0,8.0,0,2,2,2,4,3,2,4,2,4,0.0,0,0,2,100.0,0.0,0,0,46400,38542,8900,37500,N,Cash,N,0
6025,6025,6025.0, 36 months,10.47,195.75,B,B2,Letter carrier,10+ years,RENT,61200.0,Not Verified,Sep-2018,Fully Paid,n,vacation,Vacation,018xx,MA,34.57,0,Nov-1988,2,24,0,42319,31.6,29,f,0.0,0.0,6103.1488142045,6103.15,6025.0,78.15,0.0,0.0,0.0,Oct-2018,6106.65,Jan-2019,0,1,Individual,0,0,58308,2,3,1,2,5.0,15989,58.0,1,2,11597,36.0,134000,1,0,2,4,2535.0,74468.0,36.0,0,0,131.0,357,3,3,0,3.0,3.0,0,11,12,16,17,6,21,23,12,24,0.0,0,0,2,100.0,12.5,0,0,161558,58308,116400,27558,N,Cash,N,0
8000,8000,8000.0, 36 months,6.11,243.78,A,A1,VP,10+ years,MORTGAGE,150000.0,Not Verified,Sep-2018,Fully Paid,n,home_improvement,Home improvement,115xx,NY,7.34,0,Dec-2002,1,7,0,25014,8.1,17,w,0.0,0.0,8200.0250850598,8200.03,8000.0,200.03,0.0,0.0,0.0,Feb-2019,7227.63,Feb-2019,0,1,Individual,0,0,313288,1,2,0,1,23.0,10786,41.0,2,2,21189,20.0,97000,0,0,2,3,44755.0,71986.0,8.1,0,0,94.0,189,4,4,4,4.0,4.0,0,3,3,4,7,5,4,8,3,7,0.0,0,0,2,100.0,0.0,0,0,533536,35800,97000,26536,N,Cash,N,0
12000,12000,12000.0, 60 months,14.47,282.16,C,C2,Task Supervisor,9 years,MORTGAGE,53000.0,Source Verified,Sep-2018,Fully Paid,n,debt_consolidation,Debt consolidation,805xx,CO,15.4,0,May-2005,0,11,0,20324,62.9,18,w,0.0,0.0,12353.4870939518,12353.49,12000.0,353.49,0.0,0.0,0.0,Nov-2018,12080.98,Nov-2018,0,1,Individual,0,0,227945,0,0,0,0,138.0,0,75.0,0,1,4673,63.0,32300,0,1,0,2,20722.0,6256.0,75.7,0,0,138.0,159,24,19,5,24.0,5.0,0,6,9,7,7,1,10,12,9,11,0.0,0,0,0,100.0,71.4,0,0,244300,20324,25700,0,N,Cash,N,0
12500,12500,12500.0, 36 months,6.11,380.9,A,A1,Director,10+ years,MORTGAGE,136000.0,Not Verified,Sep-2018,Fully Paid,n,debt_consolidation,Debt consolidation,530xx,WI,7.33,0,Jun-1995,0,10,0,6115,7.8,44,w,0.0,0.0,12750.140761774,12750.14,12500.0,250.14,0.0,0.0,0.0,Jan-2019,11611.68,Feb-2019,0,1,Individual,0,0,458253,0,3,1,3,9.0,122062,55.0,1,2,4970,23.0,78400,1,1,2,5,45825.0,70785.0,8.0,0,0,163.0,279,11,9,3,11.0,9.0,0,3,3,4,6,30,5,9,3,10,0.0,0,0,2,100.0,0.0,0,0,563652,128403,76900,137326,N,Cash,N,0
10000,10000,10000.0, 36 months,13.56,339.65,C,C1,Unknown,< 1 year,MORTGAGE,117240.0,Not Verified,Sep-2018,Late (31-120 days),n,major_purchase,Major purchase,331xx,FL,18.4,1,Oct-2013,1,10,0,10225,29.6,11,f,9312.33,9312.33,1037.79,1037.79,687.67,350.12,0.0,0.0,0.0,Dec-2018,339.65,Feb-2019,0,1,Individual,0,0,384930,2,3,0,1,13.0,45817,73.0,4,4,4606,39.0,34600,3,0,8,5,38493.0,23239.0,28.7,0,0,40.0,59,2,2,1,2.0,2.0,0,4,5,5,5,4,6,6,5,10,0.0,0,0,4,100.0,0.0,0,0,468630,56042,32600,79130,N,Cash,N,1
10000,10000,10000.0, 36 months,6.11,304.72,A,A1,Food Safety Auditor,10+ years,MORTGAGE,70980.0,Not Verified,Sep-2018,Fully Paid,n,other,Other,305xx,GA,3.99,0,Jun-2005,0,6,0,7023,43.9,11,f,0.0,0.0,10018.6738888886,10018.67,10000.0,18.67,0.0,0.0,0.0,Sep-2018,10022.06,Sep-2018,0,1,Individual,0,0,232877,0,0,0,0,53.0,0,75.0,1,2,1329,44.0,16000,0,0,0,4,38813.0,4818.0,40.5,0,0,159.0,37,11,11,2,30.0,15.0,0,3,5,3,3,4,5,5,5,6,0.0,0,0,1,90.9,0.0,0,0,246743,7023,8100,0,N,Cash,N,0
4800,4800,4800.0, 36 months,6.67,147.49,A,A2,Sales,8 years,MORTGAGE,300000.0,Source Verified,Sep-2018,Fully Paid,n,credit_card,Credit card refinancing,801xx,CO,8.24,0,Aug-2002,2,13,1,12114,12.9,28,w,0.0,0.0,4840.505098649,4840.51,4800.0,40.51,0.0,0.0,0.0,Oct-2018,4842.29,Oct-2018,0,1,Individual,0,0,500159,3,3,2,3,7.0,93252,77.0,3,7,6462,18.0,93600,1,7,5,11,38474.0,77986.0,13.4,0,0,193.0,106,1,1,2,1.0,1.0,0,5,5,8,9,15,9,11,5,13,0.0,0,0,5,100.0,12.5,1,0,623640,105366,90100,113790,N,Cash,N,0
4000,4000,4000.0, 36 months,7.21,123.9,A,A3,Unknown,Unknown,RENT,35000.0,Not Verified,Sep-2018,Fully Paid,n,debt_consolidation,Debt consolidation,863xx,AZ,29.53,0,Apr-2005,1,14,0,1530,3.7,20,w,0.0,0.0,4075.3630179645,4075.36,4000.0,75.36,0.0,0.0,0.0,Dec-2018,3829.16,Dec-2018,0,1,Individual,0,0,26414,1,4,2,2,5.0,24884,47.0,1,1,1268,28.0,41800,0,3,3,3,1887.0,31132.0,3.9,0,0,82.0,161,12,5,2,27.0,5.0,1,1,2,5,6,6,10,12,2,14,0.0,0,0,3,95.0,0.0,0,0,94645,26414,32400,52845,N,Cash,N,0
8000,8000,8000.0, 36 months,13.56,271.72,C,C1,Teacher,8 years,RENT,63000.0,Not Verified,Sep-2018,Late (31-120 days),n,debt_consolidation,Debt consolidation,190xx,PA,27.1,0,Aug-2006,0,13,0,15764,25.8,36,w,7818.68,7818.68,265.69,265.69,181.32,84.37,0.0,0.0,0.0,Oct-2018,271.72,Feb-2019,0,1,Individual,0,0,97103,0,7,0,4,13.0,81339,71.0,1,2,2836,48.0,61000,1,5,0,6,7469.0,44612.0,7.1,0,0,145.0,133,8,8,0,22.0,18.0,0,2,4,4,7,20,6,16,4,13,0.0,0,0,1,100.0,0.0,0,0,164783,97103,48000,103783,N,Cash,N,1
1000,1000,1000.0, 36 months,11.55,33.0,B,B4,Unknown,Unknown,RENT,32000.0,Not Verified,Sep-2018,Late (31-120 days),n,other,Other,342xx,FL,36.12,0,Jul-2001,0,11,0,698,3.1,22,w,929.2,929.2,98.36,98.36,70.8,27.56,0.0,0.0,0.0,Dec-2018,33.0,Feb-2019,0,1,Individual,0,0,20362,1,2,0,3,14.0,19664,74.0,1,3,0,42.0,22700,2,2,0,6,2036.0,7900.0,0.0,0,0,123.0,206,3,3,0,13.0,15.0,0,0,4,3,5,8,9,14,4,11,0.0,0,0,1,95.2,0.0,0,0,49122,20362,7900,26422,N,Cash,N,1
4850,4850,4850.0, 36 months,10.47,157.57,B,B2,UC Claims Adjudictor II,10+ years,OWN,75000.0,Not Verified,Sep-2018,Fully Paid,n,credit_card,Credit card refinancing,050xx,VT,19.97,0,Jan-1996,1,10,0,1564,9.1,23,w,0.0,0.0,4989.4306491158,4989.43,4850.0,139.43,0.0,0.0,0.0,Dec-2018,4677.11,Dec-2018,0,1,Individual,0,0,115106,3,3,1,3,3.0,90623,61.0,1,1,1088,43.0,17100,0,4,2,5,12790.0,13912.0,7.3,0,0,246.0,58,5,3,3,5.0,5.0,0,1,2,2,3,12,6,8,2,10,0.0,0,0,3,95.7,0.0,0,0,148162,92187,15000,106062,N,Cash,N,0
3400,3400,3400.0, 36 months,16.14,119.77,C,C4,Intelligence Analyst,1 year,MORTGAGE,93840.0,Not Verified,Sep-2018,Fully Paid,n,major_purchase,Major purchase,433xx,OH,18.43,0,Sep-2002,2,13,0,12577,22.1,48,w,0.0,0.0,3401.9802999999,3401.98,3400.0,1.98,0.0,0.0,0.0,Sep-2018,3405.03,Sep-2018,0,1,Individual,0,0,172739,1,3,4,4,8.0,160162,91.0,1,2,6471,46.0,56800,4,0,9,6,13288.0,11787.0,43.3,0,0,156.0,192,4,4,2,4.0,1.0,2,3,6,4,6,31,10,13,6,13,0.0,0,0,5,89.4,25.0,0,0,218065,172739,20800,161265,N,Cash,N,0
20000,20000,20000.0, 36 months,14.47,688.13,C,C2,Academic Service Adim,10+ years,MORTGAGE,61200.0,Source Verified,Sep-2018,Late (31-120 days),n,debt_consolidation,Debt consolidation,335xx,FL,28.41,0,Nov-2006,0,16,0,12331,46.7,26,w,19100.67,19100.67,1424.5,1424.5,899.33,525.17,0.0,0.0,0.0,Nov-2018,688.13,Feb-2019,0,1,Individual,0,0,198690,3,3,3,3,3.0,53522,95.0,4,4,3420,80.0,26400,1,8,4,8,13246.0,7580.0,31.1,0,0,141.0,135,2,2,5,12.0,3.0,0,1,7,3,3,9,12,12,7,16,0.0,0,0,8,96.2,50.0,0,0,216729,65853,11000,56426,N,Cash,N,1
8400,8400,8400.0, 36 months,12.73,281.94,B,B5,Retirement Consultant ,1 year,RENT,62000.0,Not Verified,Sep-2018,Fully Paid,n,debt_consolidation,Debt consolidation,802xx,CO,8.05,0,Jun-2001,1,9,0,9619,23.8,19,w,0.0,0.0,8441.5853333328,8441.59,8400.0,41.59,0.0,0.0,0.0,Sep-2018,8447.53,Feb-2019,0,1,Individual,0,0,16632,1,1,0,1,16.0,7013,77.0,3,5,3302,34.0,40500,0,0,2,6,2079.0,29081.0,24.9,0,0,16.0,206,3,3,0,7.0,0.0,0,4,4,7,15,1,8,16,4,9,0.0,0,0,3,100.0,16.7,0,0,49560,16632,38700,9060,N,Cash,N,0
16000,16000,16000.0, 36 months,14.47,550.51,C,C2,RVT,7 years,RENT,43000.0,Source Verified,Sep-2018,Fully Paid,n,debt_consolidation,Debt consolidation,925xx,CA,32.93,0,Oct-1998,0,9,0,7387,18.5,19,w,0.0,0.0,16263.3903196155,16263.39,16000.0,263.39,0.0,0.0,0.0,Oct-2018,16276.25,Nov-2018,0,1,Individual,0,0,26389,0,2,1,3,11.0,19002,64.0,0,0,3737,38.0,39900,3,0,3,3,2932.0,20994.0,23.4,0,0,145.0,238,28,11,0,28.0,1.0,0,3,5,4,8,7,7,12,5,9,0.0,0,0,1,100.0,0.0,0,0,69450,26389,27400,29550,N,Cash,N,0
15000,15000,15000.0, 36 months,18.94,549.39,D,D2,Perioperative Medical Assistant,1 year,RENT,60000.0,Source Verified,Sep-2018,Fully Paid,n,other,Other,113xx,NY,7.1,0,Aug-2014,0,4,0,13350,93.4,4,f,0.0,0.0,16224.8366161108,16224.84,15000.0,1224.84,0.0,0.0,0.0,Feb-2019,13612.04,Feb-2019,0,1,Individual,0,0,13350,0,0,0,0,11.0,0,75.0,0,0,4903,93.0,14300,0,0,0,0,3338.0,950.0,93.4,0,0,129.0,49,32,32,0,32.0,5.0,0,4,4,4,4,0,4,4,4,4,0.0,0,0,0,100.0,100.0,0,0,14300,13350,14300,0,N,Cash,N,0
2500,2500,2500.0, 36 months,6.67,76.82,A,A2,Unknown,< 1 year,MORTGAGE,32760.0,Not Verified,Sep-2018,Fully Paid,n,car,Car financing,346xx,FL,14.58,0,Oct-1983,3,15,0,8600,18.1,30,w,0.0,0.0,2527.53,2527.53,2500.0,27.53,0.0,0.0,0.0,Nov-2018,2451.64,Feb-2019,0,1,Individual,0,2650,170099,1,1,0,1,18.0,3801,59.0,3,5,557,23.0,47500,2,0,8,6,12150.0,14619.0,3.8,0,0,146.0,419,2,2,2,10.0,3.0,0,2,4,5,8,6,13,22,4,15,0.0,0,0,3,96.7,0.0,0,0,224218,12401,15200,6400,N,Cash,N,0
10000,10000,10000.0, 36 months,12.73,335.65,B,B5,Owner,3 years,RENT,56400.0,Source Verified,Sep-2018,Fully Paid,n,debt_consolidation,Debt consolidation,330xx,FL,16.17,0,May-2009,0,5,1,10657,59.9,8,w,0.0,0.0,10256.6276718518,10256.63,10000.0,256.63,0.0,0.0,0.0,Nov-2018,9928.05,Nov-2018,0,1,Individual,0,0,19713,0,1,0,1,13.0,9056,67.0,0,2,4912,63.0,17800,0,0,0,3,3943.0,5943.0,64.2,0,0,111.0,48,19,13,0,22.0,13.0,0,3,3,3,3,4,4,4,3,5,0.0,0,0,0,100.0,33.3,1,0,31384,19713,16600,13584,N,Cash,N,0
21000,21000,21000.0, 36 months,7.84,656.52,A,A4,Administrative Assistant,10+ years,MORTGAGE,63570.0,Source Verified,Sep-2018,Fully Paid,n,debt_consolidation,Debt consolidation,902xx,CA,22.77,0,Aug-2002,1,8,0,8019,19.8,14,f,0.0,0.0,21000.0,21000.0,21000.0,0.0,0.0,0.0,0.0,Sep-2018,21009.15,Dec-2018,0,1,Individual,0,0,365568,0,1,0,0,25.0,10736,38.0,0,1,7896,27.0,40600,0,0,3,1,45696.0,11404.0,40.9,0,0,150.0,192,16,16,1,92.0,3.0,1,1,2,2,2,7,6,6,2,8,0.0,0,0,0,92.9,0.0,0,0,707100,18755,19300,28000,N,DirectPay,N,0
